,Amnat.Charoen,Ang.Thong,Bangkok,Buri.Ram,Chachoengsao,Chai.Nat,Chaiyaphum,Chanthaburi,Chiang.Mai,Chiang.Rai,Chon.Buri,Chumphon,Kalasin,Kamphaeng.Phet,Kanchanaburi,Khon.Kaen,Krabi,Lampang,Lamphun,Loei,Lop.Buri,Mae.Hong.Son,Maha.Sarakham,Mukdahan,Nakhon.Nayok,Nakhon.Pathom,Nakhon.Phanom,Nakhon.Ratchasima,Nakhon.Sawan,Nakhon.Si.Thammarat,Nan,Narathiwat,Nong.Bua.Lam.Phu,Nong.Khai,Nonthaburi,Pathum.Thani,Pattani,Phangnga,Phatthalung,Phayao,Phetchabun,Phetchaburi,Phichit,Phitsanulok,P.Nakhon.S.Ayutthaya,Phrae,Phuket,Prachin.Buri,Prachuap.Khiri.Khan,Ranong,Ratchaburi,Rayong,Roi.Et,Sa.Kaeo,Sakon.Nakhon,Samut.Prakan,Samut.Sakhon,Samut.Songkhram,Saraburi,Satun,Si.Sa.Ket,Sing.Buri,Songkhla,Sukhothai,Suphan.Buri,Surat.Thani,Surin,Tak,Trang,Trat,Ubon.Ratchathani,Udon.Thani,Uthai.Thani,Uttaradit,Yala,Yasothon
1,22.52002007,27.07987337,26.79971043,24.18333218,26.47514359,26.15551527,22.5544148,25.60380964,19.62840082,19.84678456,26.71688038,25.90502653,22.36303179,24.46422082,23.57781802,22.47877817,26.8830393,21.75716,21.29465426,20.83985444,25.92343323,18.83941573,23.33732432,21.56672214,24.98818166,26.71904345,20.58283782,23.99088754,25.06685261,26.27218654,20.02657474,24.40512161,21.79466787,21.45825253,26.55456921,26.48468353,25.99261723,26.46289979,26.00278339,20.46223425,22.8649277,24.59310996,25.33912932,23.22394151,26.91193705,22.06847287,26.71675262,25.3434058,25.57911354,25.60466685,25.19011826,26.55738184,23.21545306,25.63755246,21.34195555,26.83545755,26.4454186,26.43636856,25.73545243,26.58609918,23.8739404,26.87972617,26.19892634,24.1639418,25.92584385,25.95284232,24.14850458,22.10489716,26.66377303,25.84700919,23.88143123,21.84791144,23.43750866,22.05330806,24.2214421,22.9468629
2,25.9397651,28.31234141,27.33548983,26.95472385,26.97630083,28.096509,25.22626189,25.81215373,21.27515789,21.44242359,26.79354651,26.37083127,26.00053972,26.2796095,24.81473172,25.56345551,27.55157663,23.57324573,22.93676455,23.54966121,27.69318487,20.63910004,26.71873378,25.41301462,25.8280131,27.55506658,24.62235396,26.31101613,26.93882187,26.67101648,22.05630256,24.62540264,24.88281958,24.77674857,27.45584647,27.35274181,26.40886517,27.14153592,26.04210511,22.26520407,24.93806998,25.16695607,27.15277843,25.0206887,27.83674101,24.20869316,27.23311731,26.25632192,25.64209265,26.47636743,26.00904313,26.37765048,26.67046488,26.66278845,25.19214194,27.20334602,26.86478389,27.04380535,26.88094417,27.07417845,26.4297973,28.52559311,26.69392617,26.05336343,27.57387285,26.59574292,26.91090647,23.57015203,27.07711216,25.69200648,26.25379059,25.32500342,25.1845721,24.14092097,24.82657638,26.335221
3,28.47942154,30.95069255,29.76480823,29.97745594,29.09890348,31.38201266,28.30849595,27.43489129,24.81501132,25.09329613,28.72258857,27.49104033,29.03814166,29.43339633,27.38459869,28.9194931,28.26921106,27.22889456,26.50175501,26.87461834,30.41100864,24.17809539,29.93781493,27.94763726,28.11948377,30.46164518,26.97038002,29.0854856,30.04753012,27.74358923,25.60052565,25.99177227,28.49294566,27.92124365,30.39619284,30.1433553,27.35774414,27.66612586,27.04512672,25.88504328,27.90103497,27.35139931,30.81378147,28.4025392,30.45142164,27.77787669,27.77495839,28.5095789,27.39031265,27.32656788,28.73293459,28.21522202,29.60704331,28.79073726,27.89380966,29.38383953,29.0801562,29.42866906,29.22578563,27.65108798,29.08273368,31.48712455,27.51762235,29.78166415,30.75572903,27.5819027,29.67586987,26.21003916,27.79879951,26.97820496,28.90059096,28.6229472,28.29607399,27.52847095,26.11679506,29.07808279
4,28.847722,30.63736186,29.70737849,29.65775713,28.86104552,30.94955141,28.13018642,27.33789695,27.46667819,27.55245036,28.62749607,28.08153908,29.34067015,30.48381421,27.68958568,28.96603486,28.15931653,29.58218656,29.41732469,27.28354147,30.05015984,27.11279576,29.95061335,28.13702654,28.14368672,30.36839551,27.5290078,28.80913209,30.0842883,28.14462379,26.73969481,26.46147864,29.17396093,28.71156749,30.19395301,29.90795582,28.12454902,27.72480743,27.55511227,28.09875667,27.79887646,27.78298999,30.90819431,29.28078384,30.20045649,29.39915104,27.77259251,28.62996072,27.79950975,27.83810328,28.92975994,28.04780233,29.74100097,28.60286363,28.45870667,29.47476871,29.44949817,30.01657923,28.99869504,27.60466427,29.44464766,30.99321507,27.69190485,31.58412952,30.39257457,28.00696492,29.61601178,28.19946576,27.85267656,27.20375017,29.33192072,29.318068,28.35982824,28.75155774,25.95869216,29.36955963
5,28.10230175,29.19918877,28.99550083,28.26779908,28.36369014,29.12535606,27.28649206,27.18005585,25.38425892,26.46383958,28.32480612,27.17056659,28.3256104,28.35061228,26.26590798,27.91183501,27.61302378,26.9208178,26.59037673,26.61173548,28.72922172,24.93145453,28.67197024,27.93303747,27.42329521,29.00612169,27.89214662,27.82955292,28.4751703,27.63269711,25.69472747,26.68634357,28.02966532,28.11659832,29.03970607,28.94480469,27.72551396,27.40304539,27.51114748,26.64286463,27.02918136,26.78970936,28.96353085,27.53269761,29.02203117,27.05469495,27.71651246,27.76532632,26.99348983,26.72150686,27.6093839,27.96599331,28.56048403,27.78680129,28.38738043,28.88487649,28.7126911,28.81404832,28.14335204,27.53845057,28.09264628,29.37272923,27.74098029,28.40305495,28.68458434,27.29539443,28.13441986,25.89613353,27.50988784,26.97515771,27.84251418,28.40527449,26.98187216,26.94165617,26.12316011,28.30164168
6,28.81939673,30.59400877,30.19981019,29.20486693,28.73797063,30.97213067,28.53549961,27.50918198,26.44209906,27.69151158,28.83495733,27.52940997,28.93968371,29.37561097,27.12188034,29.14682024,27.69532414,28.06641512,27.81916552,27.94836565,30.01638965,25.45145386,29.35304459,28.4844817,27.92281767,30.28605659,28.09691727,28.85634711,29.78089832,27.71684684,26.95762501,26.63689105,29.32811305,28.64799931,30.3365316,30.05204724,27.6957966,27.6246639,27.4793459,27.91424524,28.01405262,27.61595974,29.78493486,28.27077255,30.26503287,28.01023536,27.92866885,28.04255977,27.49107449,27.05278887,28.59338976,28.32272563,29.23965035,28.30430229,28.63048081,29.9986814,29.63079023,29.6639809,29.23497679,27.70694735,29.1630865,30.97500443,27.76845693,29.56087156,30.2357717,27.49084271,29.23914169,26.49827048,27.58924019,27.30217017,28.63435526,29.10605488,28.24561084,27.90525942,25.98920054,29.00791464
7,28.0970744,29.31111021,28.97177818,28.59838152,27.98342034,29.65996645,27.58011356,26.83322437,25.80574883,27.14542271,28.17251275,26.76678246,28.73983415,28.49934435,25.74513192,28.76379968,27.31147765,27.45383679,27.30813018,27.69334219,28.73173071,24.62525238,29.21159105,27.97050027,26.97366304,29.04797947,27.49234597,27.97204358,28.71749542,27.20909533,26.08376259,26.50515039,29.47698508,28.3213608,28.85970303,28.71135086,27.55351464,27.22257274,27.17483019,27.27829381,27.04598349,26.37117509,28.78654718,27.42202715,28.95139177,27.28678912,27.572199,27.19388564,26.47342761,26.34053233,27.26035688,27.81274802,28.89767052,27.31128953,28.13919197,28.9359596,28.88567201,28.83666264,27.97418243,27.32305861,28.04000988,29.68565677,27.55826798,28.7820521,28.81035017,26.92228867,28.34299013,25.38622475,27.19652308,26.4992694,27.57237761,28.90830718,27.14517443,27.05225371,26.05449288,28.46987138
8,27.15960776,29.65337488,29.38644992,27.98335213,28.18556174,29.67603054,27.10084919,26.94101889,25.68491682,26.71417299,28.38337216,26.82284723,27.62192726,28.54328195,25.99782403,27.83322125,27.23372101,27.31789765,27.25561585,26.68463415,28.53078906,24.62584792,28.18861428,26.97281808,27.09162878,29.6932587,26.7274026,27.55954788,28.63902719,27.32556957,25.7912327,26.47747622,27.9079482,27.5282993,29.51162417,29.20294389,27.72996347,27.08012725,27.11169384,26.89644196,26.6830351,26.76237856,28.5810309,27.31831498,29.40020026,27.16475078,27.48381639,27.26485223,26.53512368,26.33274253,27.73674111,28.03459941,27.85890363,27.40171814,27.25748231,29.2116919,29.15267518,29.52079286,28.03145666,27.22093149,27.46919259,29.76465317,27.53371206,28.82881532,29.18073576,26.97716556,27.7187035,25.53938783,27.1222696,26.60082221,26.99420163,27.78631768,27.31037624,26.91327571,25.99245049,27.50702228
9,27.17787923,28.78148193,28.8591219,27.66958091,27.87825946,28.69097568,26.78889218,26.67919266,25.41310278,26.29740603,27.94237178,26.46731605,27.36066498,28.07032563,25.8377341,27.23136373,27.02795214,26.92523004,26.72295713,26.08369785,28.21399611,24.77817494,27.7875871,26.89756347,27.04292683,28.83503654,26.50852591,27.32963208,28.02560244,27.05154498,25.47764897,26.35816813,27.12780377,27.09920512,28.86651483,28.66929217,27.39170067,26.89175199,26.90052982,26.58114853,26.55754017,26.34628928,28.36505107,27.12347914,28.69568407,26.96537957,27.27990642,27.22418997,26.44474828,26.01325983,27.18872016,27.53415184,27.68712544,27.2507593,27.01341841,28.68129911,28.2982823,28.47465831,27.77059607,27.0227178,27.45588719,28.85505666,27.25158661,28.27694225,28.35927872,26.65510025,27.56326717,25.56482111,26.91400396,26.45297576,27.17444616,27.28334144,26.66643375,26.69890215,25.67977868,27.45451836
10,25.83885433,28.46551928,28.20063705,26.5853187,27.55899698,27.91515132,25.68303465,26.49230231,24.14912095,24.96698424,27.59496793,25.98808097,26.19964197,27.08174217,25.40177741,26.03200022,26.2549467,25.80353017,25.42372257,24.93746198,27.48674336,23.80598411,26.60597466,25.58458186,26.56917859,28.47284884,25.33054014,26.2937524,27.09193021,26.1508937,24.42764222,25.38238039,26.00974441,26.2020196,28.33656969,28.19012406,26.27797397,26.36469614,25.97777983,25.31163762,25.64576267,25.76784848,27.65141518,26.35062875,28.38644828,26.02779341,26.72150057,26.82134316,25.98452624,25.62532697,26.72642335,27.34670328,26.51126297,26.74283351,25.89502592,28.06165447,27.92394608,27.96748389,27.25813122,26.37337873,26.25087859,28.31080296,26.34976507,27.43224877,27.90962572,25.9031677,26.45166039,25.09598402,26.11767085,26.36266088,25.99464702,26.22902231,25.68803779,25.80617658,24.63155735,26.21098047
